2022-06-07 12:42:13,936 [TRAIN] Iteration 0 | loss 1.912047 | accuracy 20.000000
2022-06-07 12:50:00,611 [TRAIN] Iteration 6172 | loss 0.202539 | accuracy 93.005781
0607 12:50:00 PM [TRAIN] Iteration 6172 | loss 0.202539 | accuracy 93.005781
2022-06-07 12:50:00,666 [TRAIN] Iteration 6173 | loss 0.202541 | accuracy 93.017242
0607 12:50:00 PM [TRAIN] Iteration 6173 | loss 0.202541 | accuracy 93.017242
2022-06-07 12:50:00,723 [TRAIN] Iteration 6174 | loss 0.203503 | accuracy 93.028572
0607 12:50:00 PM [TRAIN] Iteration 6174 | loss 0.203503 | accuracy 93.028572
2022-06-07 12:50:00,779 [TRAIN] Iteration 6175 | loss 0.202657 | accuracy 93.068182
0607 12:50:00 PM [TRAIN] Iteration 6175 | loss 0.202657 | accuracy 93.068182
2022-06-07 12:50:00,835 [TRAIN] Iteration 6176 | loss 0.202004 | accuracy 93.107345
0607 12:50:00 PM [TRAIN] Iteration 6176 | loss 0.202004 | accuracy 93.107345
2022-06-07 12:50:00,891 [TRAIN] Iteration 6177 | loss 0.201279 | accuracy 93.117978
0607 12:50:00 PM [TRAIN] Iteration 6177 | loss 0.201279 | accuracy 93.117978
2022-06-07 12:50:00,947 [TRAIN] Iteration 6178 | loss 0.200265 | accuracy 93.156425
0607 12:50:00 PM [TRAIN] Iteration 6178 | loss 0.200265 | accuracy 93.156425
2022-06-07 12:50:01,002 [TRAIN] Iteration 6179 | loss 0.199612 | accuracy 93.166667
0607 12:50:01 PM [TRAIN] Iteration 6179 | loss 0.199612 | accuracy 93.166667
2022-06-07 12:50:01,058 [TRAIN] Iteration 6180 | loss 0.198589 | accuracy 93.204420
0607 12:50:01 PM [TRAIN] Iteration 6180 | loss 0.198589 | accuracy 93.204420
2022-06-07 12:50:01,113 [TRAIN] Iteration 6181 | loss 0.197987 | accuracy 93.241759
0607 12:50:01 PM [TRAIN] Iteration 6181 | loss 0.197987 | accuracy 93.241759
2022-06-07 12:50:01,168 [TRAIN] Iteration 6182 | loss 0.199032 | accuracy 93.196722
0607 12:50:01 PM [TRAIN] Iteration 6182 | loss 0.199032 | accuracy 93.196722
2022-06-07 12:50:01,224 [TRAIN] Iteration 6183 | loss 0.199401 | accuracy 93.152174
0607 12:50:01 PM [TRAIN] Iteration 6183 | loss 0.199401 | accuracy 93.152174
2022-06-07 12:50:01,279 [TRAIN] Iteration 6184 | loss 0.198528 | accuracy 93.189190
0607 12:50:01 PM [TRAIN] Iteration 6184 | loss 0.198528 | accuracy 93.189190
2022-06-07 12:50:01,336 [TRAIN] Iteration 6185 | loss 0.197806 | accuracy 93.225807
0607 12:50:01 PM [TRAIN] Iteration 6185 | loss 0.197806 | accuracy 93.225807
2022-06-07 12:50:01,393 [TRAIN] Iteration 6186 | loss 0.197928 | accuracy 93.235295
0607 12:50:01 PM [TRAIN] Iteration 6186 | loss 0.197928 | accuracy 93.235295
2022-06-07 12:50:01,448 [TRAIN] Iteration 6187 | loss 0.198912 | accuracy 93.218086
0607 12:50:01 PM [TRAIN] Iteration 6187 | loss 0.198912 | accuracy 93.218086
2022-06-07 12:50:01,505 [TRAIN] Iteration 6188 | loss 0.198076 | accuracy 93.253969
0607 12:50:01 PM [TRAIN] Iteration 6188 | loss 0.198076 | accuracy 93.253969
2022-06-07 12:50:01,560 [TRAIN] Iteration 6189 | loss 0.199102 | accuracy 93.210527
0607 12:50:01 PM [TRAIN] Iteration 6189 | loss 0.199102 | accuracy 93.210527
2022-06-07 12:50:01,615 [TRAIN] Iteration 6190 | loss 0.198383 | accuracy 93.246074
0607 12:50:01 PM [TRAIN] Iteration 6190 | loss 0.198383 | accuracy 93.246074
2022-06-07 12:50:01,671 [TRAIN] Iteration 6191 | loss 0.198475 | accuracy 93.229167
0607 12:50:01 PM [TRAIN] Iteration 6191 | loss 0.198475 | accuracy 93.229167
2022-06-07 12:50:01,727 [TRAIN] Iteration 6192 | loss 0.198975 | accuracy 93.186529
0607 12:50:01 PM [TRAIN] Iteration 6192 | loss 0.198975 | accuracy 93.186529
2022-06-07 12:50:01,786 [TRAIN] Iteration 6193 | loss 0.198038 | accuracy 93.221650
0607 12:50:01 PM [TRAIN] Iteration 6193 | loss 0.198038 | accuracy 93.221650
2022-06-07 12:50:01,843 [TRAIN] Iteration 6194 | loss 0.197277 | accuracy 93.256411
0607 12:50:01 PM [TRAIN] Iteration 6194 | loss 0.197277 | accuracy 93.256411
2022-06-07 12:50:01,898 [TRAIN] Iteration 6195 | loss 0.199900 | accuracy 93.188776
0607 12:50:01 PM [TRAIN] Iteration 6195 | loss 0.199900 | accuracy 93.188776
2022-06-07 12:50:01,953 [TRAIN] Iteration 6196 | loss 0.199296 | accuracy 93.197970
0607 12:50:01 PM [TRAIN] Iteration 6196 | loss 0.199296 | accuracy 93.197970
2022-06-07 12:50:02,009 [TRAIN] Iteration 6197 | loss 0.198728 | accuracy 93.207071
0607 12:50:02 PM [TRAIN] Iteration 6197 | loss 0.198728 | accuracy 93.207071
2022-06-07 12:50:02,064 [TRAIN] Iteration 6198 | loss 0.198260 | accuracy 93.216081
0607 12:50:02 PM [TRAIN] Iteration 6198 | loss 0.198260 | accuracy 93.216081
2022-06-07 12:50:02,118 [TRAIN] Iteration 6199 | loss 0.197521 | accuracy 93.250000
0607 12:50:02 PM [TRAIN] Iteration 6199 | loss 0.197521 | accuracy 93.250000
2022-06-07 12:50:02,173 [TRAIN] Iteration 6200 | loss 0.196897 | accuracy 93.283583
0607 12:50:02 PM [TRAIN] Iteration 6200 | loss 0.196897 | accuracy 93.283583
2022-06-07 12:50:02,229 [TRAIN] Iteration 6201 | loss 0.196013 | accuracy 93.316832
0607 12:50:02 PM [TRAIN] Iteration 6201 | loss 0.196013 | accuracy 93.316832
2022-06-07 12:50:02,284 [TRAIN] Iteration 6202 | loss 0.195240 | accuracy 93.349754
0607 12:50:02 PM [TRAIN] Iteration 6202 | loss 0.195240 | accuracy 93.349754
2022-06-07 12:50:02,340 [TRAIN] Iteration 6203 | loss 0.194667 | accuracy 93.382353
0607 12:50:02 PM [TRAIN] Iteration 6203 | loss 0.194667 | accuracy 93.382353
2022-06-07 12:50:02,396 [TRAIN] Iteration 6204 | loss 0.194339 | accuracy 93.365854
0607 12:50:02 PM [TRAIN] Iteration 6204 | loss 0.194339 | accuracy 93.365854
2022-06-07 12:50:02,451 [TRAIN] Iteration 6205 | loss 0.193697 | accuracy 93.373787
0607 12:50:02 PM [TRAIN] Iteration 6205 | loss 0.193697 | accuracy 93.373787
2022-06-07 12:50:02,507 [TRAIN] Iteration 6206 | loss 0.194395 | accuracy 93.357488
0607 12:50:02 PM [TRAIN] Iteration 6206 | loss 0.194395 | accuracy 93.357488
2022-06-07 12:50:02,562 [TRAIN] Iteration 6207 | loss 0.193578 | accuracy 93.389424
0607 12:50:02 PM [TRAIN] Iteration 6207 | loss 0.193578 | accuracy 93.389424
2022-06-07 12:50:02,620 [TRAIN] Iteration 6208 | loss 0.192990 | accuracy 93.397130
0607 12:50:02 PM [TRAIN] Iteration 6208 | loss 0.192990 | accuracy 93.397130
2022-06-07 12:50:02,675 [TRAIN] Iteration 6209 | loss 0.192427 | accuracy 93.428572
0607 12:50:02 PM [TRAIN] Iteration 6209 | loss 0.192427 | accuracy 93.428572
2022-06-07 12:50:02,733 [TRAIN] Iteration 6210 | loss 0.192331 | accuracy 93.412323
0607 12:50:02 PM [TRAIN] Iteration 6210 | loss 0.192331 | accuracy 93.412323
2022-06-07 12:50:02,789 [TRAIN] Iteration 6211 | loss 0.191883 | accuracy 93.443397
0607 12:50:02 PM [TRAIN] Iteration 6211 | loss 0.191883 | accuracy 93.443397
2022-06-07 12:50:02,845 [TRAIN] Iteration 6212 | loss 0.192076 | accuracy 93.427231
0607 12:50:02 PM [TRAIN] Iteration 6212 | loss 0.192076 | accuracy 93.427231
2022-06-07 12:50:02,901 [TRAIN] Iteration 6213 | loss 0.191714 | accuracy 93.411215
0607 12:50:02 PM [TRAIN] Iteration 6213 | loss 0.191714 | accuracy 93.411215
2022-06-07 12:50:02,957 [TRAIN] Iteration 6214 | loss 0.192052 | accuracy 93.395349
0607 12:50:02 PM [TRAIN] Iteration 6214 | loss 0.192052 | accuracy 93.395349
2022-06-07 12:50:03,014 [TRAIN] Iteration 6215 | loss 0.193096 | accuracy 93.356482
0607 12:50:03 PM [TRAIN] Iteration 6215 | loss 0.193096 | accuracy 93.356482
2022-06-07 12:50:03,069 [TRAIN] Iteration 6216 | loss 0.192425 | accuracy 93.387097
0607 12:50:03 PM [TRAIN] Iteration 6216 | loss 0.192425 | accuracy 93.387097
2022-06-07 12:50:03,126 [TRAIN] Iteration 6217 | loss 0.192551 | accuracy 93.394496
0607 12:50:03 PM [TRAIN] Iteration 6217 | loss 0.192551 | accuracy 93.394496
2022-06-07 12:50:03,182 [TRAIN] Iteration 6218 | loss 0.192133 | accuracy 93.401827
0607 12:50:03 PM [TRAIN] Iteration 6218 | loss 0.192133 | accuracy 93.401827
2022-06-07 12:50:03,238 [TRAIN] Iteration 6219 | loss 0.192045 | accuracy 93.386364
0607 12:50:03 PM [TRAIN] Iteration 6219 | loss 0.192045 | accuracy 93.386364
2022-06-07 12:50:03,293 [TRAIN] Iteration 6220 | loss 0.191258 | accuracy 93.416290
0607 12:50:03 PM [TRAIN] Iteration 6220 | loss 0.191258 | accuracy 93.416290
2022-06-07 12:50:03,348 [TRAIN] Iteration 6221 | loss 0.190724 | accuracy 93.445946
0607 12:50:03 PM [TRAIN] Iteration 6221 | loss 0.190724 | accuracy 93.445946
2022-06-07 12:50:03,406 [TRAIN] Iteration 6222 | loss 0.189976 | accuracy 93.475337
0607 12:50:03 PM [TRAIN] Iteration 6222 | loss 0.189976 | accuracy 93.475337
2022-06-07 12:50:03,461 [TRAIN] Iteration 6223 | loss 0.189832 | accuracy 93.482143
0607 12:50:03 PM [TRAIN] Iteration 6223 | loss 0.189832 | accuracy 93.482143
2022-06-07 12:50:03,519 [TRAIN] Iteration 6224 | loss 0.189357 | accuracy 93.511112
0607 12:50:03 PM [TRAIN] Iteration 6224 | loss 0.189357 | accuracy 93.511112
2022-06-07 12:50:03,574 [TRAIN] Iteration 6225 | loss 0.188578 | accuracy 93.539823
0607 12:50:03 PM [TRAIN] Iteration 6225 | loss 0.188578 | accuracy 93.539823
2022-06-07 12:50:03,631 [TRAIN] Iteration 6226 | loss 0.188368 | accuracy 93.546256
0607 12:50:03 PM [TRAIN] Iteration 6226 | loss 0.188368 | accuracy 93.546256
2022-06-07 12:50:03,686 [TRAIN] Iteration 6227 | loss 0.188691 | accuracy 93.508772
0607 12:50:03 PM [TRAIN] Iteration 6227 | loss 0.188691 | accuracy 93.508772
2022-06-07 12:50:03,741 [TRAIN] Iteration 6228 | loss 0.189008 | accuracy 93.471616
0607 12:50:03 PM [TRAIN] Iteration 6228 | loss 0.189008 | accuracy 93.471616
2022-06-07 12:50:03,797 [TRAIN] Iteration 6229 | loss 0.188293 | accuracy 93.500000
0607 12:50:03 PM [TRAIN] Iteration 6229 | loss 0.188293 | accuracy 93.500000
2022-06-07 12:50:03,853 [TRAIN] Iteration 6230 | loss 0.187676 | accuracy 93.506494
0607 12:50:03 PM [TRAIN] Iteration 6230 | loss 0.187676 | accuracy 93.506494
2022-06-07 12:50:03,909 [TRAIN] Iteration 6231 | loss 0.187925 | accuracy 93.512931
0607 12:50:03 PM [TRAIN] Iteration 6231 | loss 0.187925 | accuracy 93.512931
2022-06-07 12:50:03,965 [TRAIN] Iteration 6232 | loss 0.187465 | accuracy 93.540773
0607 12:50:03 PM [TRAIN] Iteration 6232 | loss 0.187465 | accuracy 93.540773
2022-06-07 12:50:04,022 [TRAIN] Iteration 6233 | loss 0.186698 | accuracy 93.568377
0607 12:50:04 PM [TRAIN] Iteration 6233 | loss 0.186698 | accuracy 93.568377
2022-06-07 12:50:04,076 [TRAIN] Iteration 6234 | loss 0.186318 | accuracy 93.574469
0607 12:50:04 PM [TRAIN] Iteration 6234 | loss 0.186318 | accuracy 93.574469
2022-06-07 12:50:04,134 [TRAIN] Iteration 6235 | loss 0.186134 | accuracy 93.559322
0607 12:50:04 PM [TRAIN] Iteration 6235 | loss 0.186134 | accuracy 93.559322
2022-06-07 12:50:04,189 [TRAIN] Iteration 6236 | loss 0.185900 | accuracy 93.544304
0607 12:50:04 PM [TRAIN] Iteration 6236 | loss 0.185900 | accuracy 93.544304
2022-06-07 12:50:04,247 [TRAIN] Iteration 6237 | loss 0.186006 | accuracy 93.550421
0607 12:50:04 PM [TRAIN] Iteration 6237 | loss 0.186006 | accuracy 93.550421
2022-06-07 12:50:04,305 [TRAIN] Iteration 6238 | loss 0.185348 | accuracy 93.577406
0607 12:50:04 PM [TRAIN] Iteration 6238 | loss 0.185348 | accuracy 93.577406
2022-06-07 12:50:04,361 [TRAIN] Iteration 6239 | loss 0.187182 | accuracy 93.541667
0607 12:50:04 PM [TRAIN] Iteration 6239 | loss 0.187182 | accuracy 93.541667
2022-06-07 12:50:04,418 [TRAIN] Iteration 6240 | loss 0.187391 | accuracy 93.526971
0607 12:50:04 PM [TRAIN] Iteration 6240 | loss 0.187391 | accuracy 93.526971
2022-06-07 12:50:04,473 [TRAIN] Iteration 6241 | loss 0.187056 | accuracy 93.512397
0607 12:50:04 PM [TRAIN] Iteration 6241 | loss 0.187056 | accuracy 93.512397
2022-06-07 12:50:04,531 [TRAIN] Iteration 6242 | loss 0.187554 | accuracy 93.518519
0607 12:50:04 PM [TRAIN] Iteration 6242 | loss 0.187554 | accuracy 93.518519
2022-06-07 12:50:04,586 [TRAIN] Iteration 6243 | loss 0.187302 | accuracy 93.524591
0607 12:50:04 PM [TRAIN] Iteration 6243 | loss 0.187302 | accuracy 93.524591
2022-06-07 12:50:04,641 [TRAIN] Iteration 6244 | loss 0.187801 | accuracy 93.510205
0607 12:50:04 PM [TRAIN] Iteration 6244 | loss 0.187801 | accuracy 93.510205
2022-06-07 12:50:04,696 [TRAIN] Iteration 6245 | loss 0.187228 | accuracy 93.536586
0607 12:50:04 PM [TRAIN] Iteration 6245 | loss 0.187228 | accuracy 93.536586
2022-06-07 12:50:04,752 [TRAIN] Iteration 6246 | loss 0.187602 | accuracy 93.502025
0607 12:50:04 PM [TRAIN] Iteration 6246 | loss 0.187602 | accuracy 93.502025
2022-06-07 12:50:04,808 [TRAIN] Iteration 6247 | loss 0.188421 | accuracy 93.467742
0607 12:50:04 PM [TRAIN] Iteration 6247 | loss 0.188421 | accuracy 93.467742
2022-06-07 12:50:04,864 [TRAIN] Iteration 6248 | loss 0.188262 | accuracy 93.473896
0607 12:50:04 PM [TRAIN] Iteration 6248 | loss 0.188262 | accuracy 93.473896
2022-06-07 12:50:04,919 [TRAIN] Iteration 6249 | loss 0.188119 | accuracy 93.480001
0607 12:50:04 PM [TRAIN] Iteration 6249 | loss 0.188119 | accuracy 93.480001
2022-06-07 12:50:04,974 [TRAIN] Iteration 6250 | loss 0.188068 | accuracy 93.486056
0607 12:50:04 PM [TRAIN] Iteration 6250 | loss 0.188068 | accuracy 93.486056
2022-06-07 12:50:05,033 [TRAIN] Iteration 6251 | loss 0.188036 | accuracy 93.492064
0607 12:50:05 PM [TRAIN] Iteration 6251 | loss 0.188036 | accuracy 93.492064
2022-06-07 12:50:05,088 [TRAIN] Iteration 6252 | loss 0.187800 | accuracy 93.498024
0607 12:50:05 PM [TRAIN] Iteration 6252 | loss 0.187800 | accuracy 93.498024
2022-06-07 12:50:05,143 [TRAIN] Iteration 6253 | loss 0.187215 | accuracy 93.523623
0607 12:50:05 PM [TRAIN] Iteration 6253 | loss 0.187215 | accuracy 93.523623
2022-06-07 12:50:05,199 [TRAIN] Iteration 6254 | loss 0.186725 | accuracy 93.549020
0607 12:50:05 PM [TRAIN] Iteration 6254 | loss 0.186725 | accuracy 93.549020
2022-06-07 12:50:05,256 [TRAIN] Iteration 6255 | loss 0.186624 | accuracy 93.554688
0607 12:50:05 PM [TRAIN] Iteration 6255 | loss 0.186624 | accuracy 93.554688
2022-06-07 12:50:05,312 [TRAIN] Iteration 6256 | loss 0.187140 | accuracy 93.540857
0607 12:50:05 PM [TRAIN] Iteration 6256 | loss 0.187140 | accuracy 93.540857
2022-06-07 12:50:05,372 [TRAIN] Iteration 6257 | loss 0.187044 | accuracy 93.546512
0607 12:50:05 PM [TRAIN] Iteration 6257 | loss 0.187044 | accuracy 93.546512
2022-06-07 12:50:05,429 [TRAIN] Iteration 6258 | loss 0.186905 | accuracy 93.552124
0607 12:50:05 PM [TRAIN] Iteration 6258 | loss 0.186905 | accuracy 93.552124
2022-06-07 12:50:05,487 [TRAIN] Iteration 6259 | loss 0.187480 | accuracy 93.538462
0607 12:50:05 PM [TRAIN] Iteration 6259 | loss 0.187480 | accuracy 93.538462
2022-06-07 12:50:05,545 [TRAIN] Iteration 6260 | loss 0.187210 | accuracy 93.544062
0607 12:50:05 PM [TRAIN] Iteration 6260 | loss 0.187210 | accuracy 93.544062
2022-06-07 12:50:05,601 [TRAIN] Iteration 6261 | loss 0.186619 | accuracy 93.568703
0607 12:50:05 PM [TRAIN] Iteration 6261 | loss 0.186619 | accuracy 93.568703
2022-06-07 12:50:05,658 [TRAIN] Iteration 6262 | loss 0.186704 | accuracy 93.574145
0607 12:50:05 PM [TRAIN] Iteration 6262 | loss 0.186704 | accuracy 93.574145
2022-06-07 12:50:05,714 [TRAIN] Iteration 6263 | loss 0.187250 | accuracy 93.541667
0607 12:50:05 PM [TRAIN] Iteration 6263 | loss 0.187250 | accuracy 93.541667
2022-06-07 12:50:05,772 [TRAIN] Iteration 6264 | loss 0.188197 | accuracy 93.509435
0607 12:50:05 PM [TRAIN] Iteration 6264 | loss 0.188197 | accuracy 93.509435
2022-06-07 12:50:05,829 [TRAIN] Iteration 6265 | loss 0.188586 | accuracy 93.515038
0607 12:50:05 PM [TRAIN] Iteration 6265 | loss 0.188586 | accuracy 93.515038
2022-06-07 12:50:05,885 [TRAIN] Iteration 6266 | loss 0.188134 | accuracy 93.539326
0607 12:50:05 PM [TRAIN] Iteration 6266 | loss 0.188134 | accuracy 93.539326
2022-06-07 12:50:05,943 [TRAIN] Iteration 6267 | loss 0.188139 | accuracy 93.526120
0607 12:50:05 PM [TRAIN] Iteration 6267 | loss 0.188139 | accuracy 93.526120
2022-06-07 12:50:05,999 [TRAIN] Iteration 6268 | loss 0.187995 | accuracy 93.531599
0607 12:50:05 PM [TRAIN] Iteration 6268 | loss 0.187995 | accuracy 93.531599
2022-06-07 12:50:06,056 [TRAIN] Iteration 6269 | loss 0.187332 | accuracy 93.555556
0607 12:50:06 PM [TRAIN] Iteration 6269 | loss 0.187332 | accuracy 93.555556
2022-06-07 12:50:06,113 [TRAIN] Iteration 6270 | loss 0.187377 | accuracy 93.542436
0607 12:50:06 PM [TRAIN] Iteration 6270 | loss 0.187377 | accuracy 93.542436
2022-06-07 12:50:06,170 [TRAIN] Iteration 6271 | loss 0.186746 | accuracy 93.566177
0607 12:50:06 PM [TRAIN] Iteration 6271 | loss 0.186746 | accuracy 93.566177
2022-06-07 12:50:06,227 [TRAIN] Iteration 6272 | loss 0.186362 | accuracy 93.571429
0607 12:50:06 PM [TRAIN] Iteration 6272 | loss 0.186362 | accuracy 93.571429
2022-06-07 12:50:06,284 [TRAIN] Iteration 6273 | loss 0.186134 | accuracy 93.576643
0607 12:50:06 PM [TRAIN] Iteration 6273 | loss 0.186134 | accuracy 93.576643
2022-06-07 12:50:06,340 [TRAIN] Iteration 6274 | loss 0.185983 | accuracy 93.581819
0607 12:50:06 PM [TRAIN] Iteration 6274 | loss 0.185983 | accuracy 93.581819
2022-06-07 12:50:06,396 [TRAIN] Iteration 6275 | loss 0.185854 | accuracy 93.586957
0607 12:50:06 PM [TRAIN] Iteration 6275 | loss 0.185854 | accuracy 93.586957
2022-06-07 12:50:06,454 [TRAIN] Iteration 6276 | loss 0.185589 | accuracy 93.574008
0607 12:50:06 PM [TRAIN] Iteration 6276 | loss 0.185589 | accuracy 93.574008
2022-06-07 12:50:06,513 [TRAIN] Iteration 6277 | loss 0.185612 | accuracy 93.561152
0607 12:50:06 PM [TRAIN] Iteration 6277 | loss 0.185612 | accuracy 93.561152
2022-06-07 12:50:06,570 [TRAIN] Iteration 6278 | loss 0.185435 | accuracy 93.566309
0607 12:50:06 PM [TRAIN] Iteration 6278 | loss 0.185435 | accuracy 93.566309
2022-06-07 12:50:06,630 [TRAIN] Iteration 6279 | loss 0.184895 | accuracy 93.589286
0607 12:50:06 PM [TRAIN] Iteration 6279 | loss 0.184895 | accuracy 93.589286
2022-06-07 12:50:06,688 [TRAIN] Iteration 6280 | loss 0.184766 | accuracy 93.594307
0607 12:50:06 PM [TRAIN] Iteration 6280 | loss 0.184766 | accuracy 93.594307
2022-06-07 12:50:06,745 [TRAIN] Iteration 6281 | loss 0.184172 | accuracy 93.617022
0607 12:50:06 PM [TRAIN] Iteration 6281 | loss 0.184172 | accuracy 93.617022
2022-06-07 12:50:06,802 [TRAIN] Iteration 6282 | loss 0.183551 | accuracy 93.639576
0607 12:50:06 PM [TRAIN] Iteration 6282 | loss 0.183551 | accuracy 93.639576
2022-06-07 12:50:06,857 [TRAIN] Iteration 6283 | loss 0.183771 | accuracy 93.644367
0607 12:50:06 PM [TRAIN] Iteration 6283 | loss 0.183771 | accuracy 93.644367
2022-06-07 12:50:06,915 [TRAIN] Iteration 6284 | loss 0.184963 | accuracy 93.631579
0607 12:50:06 PM [TRAIN] Iteration 6284 | loss 0.184963 | accuracy 93.631579
2022-06-07 12:50:06,971 [TRAIN] Iteration 6285 | loss 0.184386 | accuracy 93.653847
0607 12:50:06 PM [TRAIN] Iteration 6285 | loss 0.184386 | accuracy 93.653847
2022-06-07 12:50:07,027 [TRAIN] Iteration 6286 | loss 0.183838 | accuracy 93.675959
0607 12:50:07 PM [TRAIN] Iteration 6286 | loss 0.183838 | accuracy 93.675959
2022-06-07 12:50:07,083 [TRAIN] Iteration 6287 | loss 0.183502 | accuracy 93.680556
0607 12:50:07 PM [TRAIN] Iteration 6287 | loss 0.183502 | accuracy 93.680556
2022-06-07 12:50:07,140 [TRAIN] Iteration 6288 | loss 0.182945 | accuracy 93.702423
0607 12:50:07 PM [TRAIN] Iteration 6288 | loss 0.182945 | accuracy 93.702423
2022-06-07 12:50:07,198 [TRAIN] Iteration 6289 | loss 0.183034 | accuracy 93.706897
0607 12:50:07 PM [TRAIN] Iteration 6289 | loss 0.183034 | accuracy 93.706897
2022-06-07 12:50:07,255 [TRAIN] Iteration 6290 | loss 0.182432 | accuracy 93.728523
0607 12:50:07 PM [TRAIN] Iteration 6290 | loss 0.182432 | accuracy 93.728523
2022-06-07 12:50:07,311 [TRAIN] Iteration 6291 | loss 0.182627 | accuracy 93.698631
0607 12:50:07 PM [TRAIN] Iteration 6291 | loss 0.182627 | accuracy 93.698631
2022-06-07 12:50:07,367 [TRAIN] Iteration 6292 | loss 0.183883 | accuracy 93.668943
0607 12:50:07 PM [TRAIN] Iteration 6292 | loss 0.183883 | accuracy 93.668943
2022-06-07 12:50:07,423 [TRAIN] Iteration 6293 | loss 0.183409 | accuracy 93.690477
0607 12:50:07 PM [TRAIN] Iteration 6293 | loss 0.183409 | accuracy 93.690477
2022-06-07 12:50:07,479 [TRAIN] Iteration 6294 | loss 0.183841 | accuracy 93.694916
0607 12:50:07 PM [TRAIN] Iteration 6294 | loss 0.183841 | accuracy 93.694916
2022-06-07 12:50:07,540 [TRAIN] Iteration 6295 | loss 0.184438 | accuracy 93.665541
0607 12:50:07 PM [TRAIN] Iteration 6295 | loss 0.184438 | accuracy 93.665541
2022-06-07 12:50:07,599 [TRAIN] Iteration 6296 | loss 0.184017 | accuracy 93.686869
0607 12:50:07 PM [TRAIN] Iteration 6296 | loss 0.184017 | accuracy 93.686869
2022-06-07 12:50:07,657 [TRAIN] Iteration 6297 | loss 0.183533 | accuracy 93.708054
0607 12:50:07 PM [TRAIN] Iteration 6297 | loss 0.183533 | accuracy 93.708054
2022-06-07 12:50:07,715 [TRAIN] Iteration 6298 | loss 0.183057 | accuracy 93.729098
0607 12:50:07 PM [TRAIN] Iteration 6298 | loss 0.183057 | accuracy 93.729098
2022-06-07 12:50:07,771 [TRAIN] Iteration 6299 | loss 0.182613 | accuracy 93.750001
0607 12:50:07 PM [TRAIN] Iteration 6299 | loss 0.182613 | accuracy 93.750001
2022-06-07 12:50:07,830 [TRAIN] Iteration 6300 | loss 0.182935 | accuracy 93.754153
0607 12:50:07 PM [TRAIN] Iteration 6300 | loss 0.182935 | accuracy 93.754153
2022-06-07 12:50:07,887 [TRAIN] Iteration 6301 | loss 0.183410 | accuracy 93.741722
0607 12:50:07 PM [TRAIN] Iteration 6301 | loss 0.183410 | accuracy 93.741722
2022-06-07 12:50:07,945 [TRAIN] Iteration 6302 | loss 0.182953 | accuracy 93.762377
0607 12:50:07 PM [TRAIN] Iteration 6302 | loss 0.182953 | accuracy 93.762377
2022-06-07 12:50:08,002 [TRAIN] Iteration 6303 | loss 0.183194 | accuracy 93.733553
0607 12:50:08 PM [TRAIN] Iteration 6303 | loss 0.183194 | accuracy 93.733553
2022-06-07 12:50:08,061 [TRAIN] Iteration 6304 | loss 0.183290 | accuracy 93.721312
0607 12:50:08 PM [TRAIN] Iteration 6304 | loss 0.183290 | accuracy 93.721312
2022-06-07 12:50:08,121 [TRAIN] Iteration 6305 | loss 0.183268 | accuracy 93.725491
0607 12:50:08 PM [TRAIN] Iteration 6305 | loss 0.183268 | accuracy 93.725491
2022-06-07 12:50:08,181 [TRAIN] Iteration 6306 | loss 0.183909 | accuracy 93.697069
0607 12:50:08 PM [TRAIN] Iteration 6306 | loss 0.183909 | accuracy 93.697069
2022-06-07 12:50:08,237 [TRAIN] Iteration 6307 | loss 0.183456 | accuracy 93.717533
0607 12:50:08 PM [TRAIN] Iteration 6307 | loss 0.183456 | accuracy 93.717533
2022-06-07 12:50:08,298 [TRAIN] Iteration 6308 | loss 0.182886 | accuracy 93.737865
0607 12:50:08 PM [TRAIN] Iteration 6308 | loss 0.182886 | accuracy 93.737865
2022-06-07 12:50:08,353 [TRAIN] Iteration 6309 | loss 0.182562 | accuracy 93.741936
0607 12:50:08 PM [TRAIN] Iteration 6309 | loss 0.182562 | accuracy 93.741936
2022-06-07 12:50:08,413 [TRAIN] Iteration 6310 | loss 0.182012 | accuracy 93.762058
0607 12:50:08 PM [TRAIN] Iteration 6310 | loss 0.182012 | accuracy 93.762058
2022-06-07 12:50:08,468 [TRAIN] Iteration 6311 | loss 0.182097 | accuracy 93.766026
0607 12:50:08 PM [TRAIN] Iteration 6311 | loss 0.182097 | accuracy 93.766026
2022-06-07 12:50:08,525 [TRAIN] Iteration 6312 | loss 0.181599 | accuracy 93.785943
0607 12:50:08 PM [TRAIN] Iteration 6312 | loss 0.181599 | accuracy 93.785943
2022-06-07 12:50:08,580 [TRAIN] Iteration 6313 | loss 0.181956 | accuracy 93.789809
0607 12:50:08 PM [TRAIN] Iteration 6313 | loss 0.181956 | accuracy 93.789809
2022-06-07 12:50:08,636 [TRAIN] Iteration 6314 | loss 0.182149 | accuracy 93.793651
0607 12:50:08 PM [TRAIN] Iteration 6314 | loss 0.182149 | accuracy 93.793651
2022-06-07 12:50:08,693 [TRAIN] Iteration 6315 | loss 0.182300 | accuracy 93.797469
0607 12:50:08 PM [TRAIN] Iteration 6315 | loss 0.182300 | accuracy 93.797469
2022-06-07 12:50:08,749 [TRAIN] Iteration 6316 | loss 0.181948 | accuracy 93.801262
0607 12:50:08 PM [TRAIN] Iteration 6316 | loss 0.181948 | accuracy 93.801262
