2022-06-07 12:12:20,778 [TRAIN] Iteration 0 | loss 1.707965 | accuracy 25.000000
0607 12:16:18 PM [EVAL] Iteration 790 | accuracy 71.384326
2022-06-07 12:16:18,750 [EVAL] Iteration 791 | accuracy 71.382578
0607 12:16:18 PM [EVAL] Iteration 791 | accuracy 71.382578
2022-06-07 12:16:18,765 [EVAL] Iteration 792 | accuracy 71.399750
0607 12:16:18 PM [EVAL] Iteration 792 | accuracy 71.399750
2022-06-07 12:16:18,781 [EVAL] Iteration 793 | accuracy 71.404284
0607 12:16:18 PM [EVAL] Iteration 793 | accuracy 71.404284
2022-06-07 12:16:18,797 [EVAL] Iteration 794 | accuracy 71.402518
0607 12:16:18 PM [EVAL] Iteration 794 | accuracy 71.402518
2022-06-07 12:16:18,812 [EVAL] Iteration 795 | accuracy 71.413319
0607 12:16:18 PM [EVAL] Iteration 795 | accuracy 71.413319
2022-06-07 12:16:18,828 [EVAL] Iteration 796 | accuracy 71.430366
0607 12:16:18 PM [EVAL] Iteration 796 | accuracy 71.430366
2022-06-07 12:16:18,845 [EVAL] Iteration 797 | accuracy 71.422308
0607 12:16:18 PM [EVAL] Iteration 797 | accuracy 71.422308
2022-06-07 12:16:18,862 [EVAL] Iteration 798 | accuracy 71.414270
0607 12:16:18 PM [EVAL] Iteration 798 | accuracy 71.414270
2022-06-07 12:16:18,878 [EVAL] Iteration 799 | accuracy 71.393752
0607 12:16:18 PM [EVAL] Iteration 799 | accuracy 71.393752
2022-06-07 12:16:18,893 [EVAL] Iteration 800 | accuracy 71.392012
0607 12:16:18 PM [EVAL] Iteration 800 | accuracy 71.392012
2022-06-07 12:16:18,909 [EVAL] Iteration 801 | accuracy 71.365339
0607 12:16:18 PM [EVAL] Iteration 801 | accuracy 71.365339
2022-06-07 12:16:18,923 [EVAL] Iteration 802 | accuracy 71.344958
0607 12:16:18 PM [EVAL] Iteration 802 | accuracy 71.344958
2022-06-07 12:16:18,939 [EVAL] Iteration 803 | accuracy 71.343286
0607 12:16:18 PM [EVAL] Iteration 803 | accuracy 71.343286
2022-06-07 12:16:18,954 [EVAL] Iteration 804 | accuracy 71.335406
0607 12:16:18 PM [EVAL] Iteration 804 | accuracy 71.335406
2022-06-07 12:16:18,970 [EVAL] Iteration 805 | accuracy 71.327545
0607 12:16:18 PM [EVAL] Iteration 805 | accuracy 71.327545
2022-06-07 12:16:18,985 [EVAL] Iteration 806 | accuracy 71.325900
0607 12:16:18 PM [EVAL] Iteration 806 | accuracy 71.325900
2022-06-07 12:16:19,000 [EVAL] Iteration 807 | accuracy 71.330448
0607 12:16:19 PM [EVAL] Iteration 807 | accuracy 71.330448
2022-06-07 12:16:19,016 [EVAL] Iteration 808 | accuracy 71.328803
0607 12:16:19 PM [EVAL] Iteration 808 | accuracy 71.328803
2022-06-07 12:16:19,032 [EVAL] Iteration 809 | accuracy 71.314817
0607 12:16:19 PM [EVAL] Iteration 809 | accuracy 71.314817
2022-06-07 12:16:19,047 [EVAL] Iteration 810 | accuracy 71.325526
0607 12:16:19 PM [EVAL] Iteration 810 | accuracy 71.325526
2022-06-07 12:16:19,062 [EVAL] Iteration 811 | accuracy 71.311578
0607 12:16:19 PM [EVAL] Iteration 811 | accuracy 71.311578
2022-06-07 12:16:19,077 [EVAL] Iteration 812 | accuracy 71.309965
0607 12:16:19 PM [EVAL] Iteration 812 | accuracy 71.309965
2022-06-07 12:16:19,092 [EVAL] Iteration 813 | accuracy 71.320641
0607 12:16:19 PM [EVAL] Iteration 813 | accuracy 71.320641
2022-06-07 12:16:19,108 [EVAL] Iteration 814 | accuracy 71.312885
0607 12:16:19 PM [EVAL] Iteration 814 | accuracy 71.312885
2022-06-07 12:16:19,124 [EVAL] Iteration 815 | accuracy 71.299022
0607 12:16:19 PM [EVAL] Iteration 815 | accuracy 71.299022
2022-06-07 12:16:19,139 [EVAL] Iteration 816 | accuracy 71.291312
0607 12:16:19 PM [EVAL] Iteration 816 | accuracy 71.291312
2022-06-07 12:16:19,155 [EVAL] Iteration 817 | accuracy 71.295846
0607 12:16:19 PM [EVAL] Iteration 817 | accuracy 71.295846
2022-06-07 12:16:19,171 [EVAL] Iteration 818 | accuracy 71.300368
0607 12:16:19 PM [EVAL] Iteration 818 | accuracy 71.300368
2022-06-07 12:16:19,186 [EVAL] Iteration 819 | accuracy 71.298783
0607 12:16:19 PM [EVAL] Iteration 819 | accuracy 71.298783
2022-06-07 12:16:19,201 [EVAL] Iteration 820 | accuracy 71.309381
0607 12:16:19 PM [EVAL] Iteration 820 | accuracy 71.309381
2022-06-07 12:16:19,216 [EVAL] Iteration 821 | accuracy 71.313871
0607 12:16:19 PM [EVAL] Iteration 821 | accuracy 71.313871
2022-06-07 12:16:19,232 [EVAL] Iteration 822 | accuracy 71.330500
0607 12:16:19 PM [EVAL] Iteration 822 | accuracy 71.330500
2022-06-07 12:16:19,248 [EVAL] Iteration 823 | accuracy 71.328886
0607 12:16:19 PM [EVAL] Iteration 823 | accuracy 71.328886
2022-06-07 12:16:19,263 [EVAL] Iteration 824 | accuracy 71.315154
0607 12:16:19 PM [EVAL] Iteration 824 | accuracy 71.315154
2022-06-07 12:16:19,278 [EVAL] Iteration 825 | accuracy 71.295402
0607 12:16:19 PM [EVAL] Iteration 825 | accuracy 71.295402
2022-06-07 12:16:19,294 [EVAL] Iteration 826 | accuracy 71.305927
0607 12:16:19 PM [EVAL] Iteration 826 | accuracy 71.305927
2022-06-07 12:16:19,309 [EVAL] Iteration 827 | accuracy 71.310389
0607 12:16:19 PM [EVAL] Iteration 827 | accuracy 71.310389
2022-06-07 12:16:19,324 [EVAL] Iteration 828 | accuracy 71.290714
0607 12:16:19 PM [EVAL] Iteration 828 | accuracy 71.290714
2022-06-07 12:16:19,339 [EVAL] Iteration 829 | accuracy 71.301207
0607 12:16:19 PM [EVAL] Iteration 829 | accuracy 71.301207
2022-06-07 12:16:19,354 [EVAL] Iteration 830 | accuracy 71.287607
0607 12:16:19 PM [EVAL] Iteration 830 | accuracy 71.287607
2022-06-07 12:16:19,369 [EVAL] Iteration 831 | accuracy 71.298079
0607 12:16:19 PM [EVAL] Iteration 831 | accuracy 71.298079
2022-06-07 12:16:19,384 [EVAL] Iteration 832 | accuracy 71.290518
0607 12:16:19 PM [EVAL] Iteration 832 | accuracy 71.290518
2022-06-07 12:16:19,400 [EVAL] Iteration 833 | accuracy 71.300961
0607 12:16:19 PM [EVAL] Iteration 833 | accuracy 71.300961
2022-06-07 12:16:19,416 [EVAL] Iteration 834 | accuracy 71.305391
0607 12:16:19 PM [EVAL] Iteration 834 | accuracy 71.305391
2022-06-07 12:16:19,431 [EVAL] Iteration 835 | accuracy 71.315792
0607 12:16:19 PM [EVAL] Iteration 835 | accuracy 71.315792
2022-06-07 12:16:19,446 [EVAL] Iteration 836 | accuracy 71.320193
0607 12:16:19 PM [EVAL] Iteration 836 | accuracy 71.320193
2022-06-07 12:16:19,461 [EVAL] Iteration 837 | accuracy 71.330551
0607 12:16:19 PM [EVAL] Iteration 837 | accuracy 71.330551
2022-06-07 12:16:19,477 [EVAL] Iteration 838 | accuracy 71.317046
0607 12:16:19 PM [EVAL] Iteration 838 | accuracy 71.317046
2022-06-07 12:16:19,493 [EVAL] Iteration 839 | accuracy 71.309526
0607 12:16:19 PM [EVAL] Iteration 839 | accuracy 71.309526
2022-06-07 12:16:19,508 [EVAL] Iteration 840 | accuracy 71.290133
0607 12:16:19 PM [EVAL] Iteration 840 | accuracy 71.290133
2022-06-07 12:16:19,524 [EVAL] Iteration 841 | accuracy 71.300477
0607 12:16:19 PM [EVAL] Iteration 841 | accuracy 71.300477
2022-06-07 12:16:19,538 [EVAL] Iteration 842 | accuracy 71.310797
0607 12:16:19 PM [EVAL] Iteration 842 | accuracy 71.310797
2022-06-07 12:16:19,553 [EVAL] Iteration 843 | accuracy 71.297395
0607 12:16:19 PM [EVAL] Iteration 843 | accuracy 71.297395
2022-06-07 12:16:19,568 [EVAL] Iteration 844 | accuracy 71.307694
0607 12:16:19 PM [EVAL] Iteration 844 | accuracy 71.307694
2022-06-07 12:16:19,584 [EVAL] Iteration 845 | accuracy 71.294328
0607 12:16:19 PM [EVAL] Iteration 845 | accuracy 71.294328
2022-06-07 12:16:19,601 [EVAL] Iteration 846 | accuracy 71.269187
0607 12:16:19 PM [EVAL] Iteration 846 | accuracy 71.269187
2022-06-07 12:16:19,617 [EVAL] Iteration 847 | accuracy 71.279483
0607 12:16:19 PM [EVAL] Iteration 847 | accuracy 71.279483
2022-06-07 12:16:19,632 [EVAL] Iteration 848 | accuracy 71.295644
0607 12:16:19 PM [EVAL] Iteration 848 | accuracy 71.295644
2022-06-07 12:16:19,647 [EVAL] Iteration 849 | accuracy 71.305884
0607 12:16:19 PM [EVAL] Iteration 849 | accuracy 71.305884
2022-06-07 12:16:19,662 [EVAL] Iteration 850 | accuracy 71.316101
0607 12:16:19 PM [EVAL] Iteration 850 | accuracy 71.316101
2022-06-07 12:16:19,677 [EVAL] Iteration 851 | accuracy 71.314556
0607 12:16:19 PM [EVAL] Iteration 851 | accuracy 71.314556
2022-06-07 12:16:19,692 [EVAL] Iteration 852 | accuracy 71.330600
0607 12:16:19 PM [EVAL] Iteration 852 | accuracy 71.330600
2022-06-07 12:16:19,707 [EVAL] Iteration 853 | accuracy 71.334897
0607 12:16:19 PM [EVAL] Iteration 853 | accuracy 71.334897
2022-06-07 12:16:19,722 [EVAL] Iteration 854 | accuracy 71.327487
0607 12:16:19 PM [EVAL] Iteration 854 | accuracy 71.327487
2022-06-07 12:16:19,737 [EVAL] Iteration 855 | accuracy 71.343460
0607 12:16:19 PM [EVAL] Iteration 855 | accuracy 71.343460
2022-06-07 12:16:19,752 [EVAL] Iteration 856 | accuracy 71.336058
0607 12:16:19 PM [EVAL] Iteration 856 | accuracy 71.336058
2022-06-07 12:16:19,766 [EVAL] Iteration 857 | accuracy 71.328673
0607 12:16:19 PM [EVAL] Iteration 857 | accuracy 71.328673
2022-06-07 12:16:19,782 [EVAL] Iteration 858 | accuracy 71.327127
0607 12:16:19 PM [EVAL] Iteration 858 | accuracy 71.327127
2022-06-07 12:16:19,798 [EVAL] Iteration 859 | accuracy 71.313956
0607 12:16:19 PM [EVAL] Iteration 859 | accuracy 71.313956
2022-06-07 12:16:19,813 [EVAL] Iteration 860 | accuracy 71.306622
0607 12:16:19 PM [EVAL] Iteration 860 | accuracy 71.306622
2022-06-07 12:16:19,829 [EVAL] Iteration 861 | accuracy 71.305106
0607 12:16:19 PM [EVAL] Iteration 861 | accuracy 71.305106
2022-06-07 12:16:19,844 [EVAL] Iteration 862 | accuracy 71.303594
0607 12:16:19 PM [EVAL] Iteration 862 | accuracy 71.303594
2022-06-07 12:16:19,859 [EVAL] Iteration 863 | accuracy 71.313659
0607 12:16:19 PM [EVAL] Iteration 863 | accuracy 71.313659
2022-06-07 12:16:19,875 [EVAL] Iteration 864 | accuracy 71.306360
0607 12:16:19 PM [EVAL] Iteration 864 | accuracy 71.306360
2022-06-07 12:16:19,892 [EVAL] Iteration 865 | accuracy 71.287531
0607 12:16:19 PM [EVAL] Iteration 865 | accuracy 71.287531
2022-06-07 12:16:19,907 [EVAL] Iteration 866 | accuracy 71.291813
0607 12:16:19 PM [EVAL] Iteration 866 | accuracy 71.291813
2022-06-07 12:16:19,922 [EVAL] Iteration 867 | accuracy 71.278804
0607 12:16:19 PM [EVAL] Iteration 867 | accuracy 71.278804
2022-06-07 12:16:19,937 [EVAL] Iteration 868 | accuracy 71.277332
0607 12:16:19 PM [EVAL] Iteration 868 | accuracy 71.277332
2022-06-07 12:16:19,952 [EVAL] Iteration 869 | accuracy 71.287358
0607 12:16:19 PM [EVAL] Iteration 869 | accuracy 71.287358
2022-06-07 12:16:19,967 [EVAL] Iteration 870 | accuracy 71.297361
0607 12:16:19 PM [EVAL] Iteration 870 | accuracy 71.297361
2022-06-07 12:16:19,983 [EVAL] Iteration 871 | accuracy 71.295874
0607 12:16:19 PM [EVAL] Iteration 871 | accuracy 71.295874
2022-06-07 12:16:19,999 [EVAL] Iteration 872 | accuracy 71.305844
0607 12:16:19 PM [EVAL] Iteration 872 | accuracy 71.305844
2022-06-07 12:16:20,015 [EVAL] Iteration 873 | accuracy 71.292908
0607 12:16:20 PM [EVAL] Iteration 873 | accuracy 71.292908
2022-06-07 12:16:20,029 [EVAL] Iteration 874 | accuracy 71.302859
0607 12:16:20 PM [EVAL] Iteration 874 | accuracy 71.302859
2022-06-07 12:16:20,044 [EVAL] Iteration 875 | accuracy 71.289956
0607 12:16:20 PM [EVAL] Iteration 875 | accuracy 71.289956
2022-06-07 12:16:20,059 [EVAL] Iteration 876 | accuracy 71.294187
0607 12:16:20 PM [EVAL] Iteration 876 | accuracy 71.294187
2022-06-07 12:16:20,076 [EVAL] Iteration 877 | accuracy 71.304102
0607 12:16:20 PM [EVAL] Iteration 877 | accuracy 71.304102
2022-06-07 12:16:20,093 [EVAL] Iteration 878 | accuracy 71.291242
0607 12:16:20 PM [EVAL] Iteration 878 | accuracy 71.291242
2022-06-07 12:16:20,111 [EVAL] Iteration 879 | accuracy 71.295457
0607 12:16:20 PM [EVAL] Iteration 879 | accuracy 71.295457
2022-06-07 12:16:20,127 [EVAL] Iteration 880 | accuracy 71.288311
0607 12:16:20 PM [EVAL] Iteration 880 | accuracy 71.288311
2022-06-07 12:16:20,143 [EVAL] Iteration 881 | accuracy 71.286850
0607 12:16:20 PM [EVAL] Iteration 881 | accuracy 71.286850
2022-06-07 12:16:20,159 [EVAL] Iteration 882 | accuracy 71.291055
0607 12:16:20 PM [EVAL] Iteration 882 | accuracy 71.291055
2022-06-07 12:16:20,175 [EVAL] Iteration 883 | accuracy 71.289595
0607 12:16:20 PM [EVAL] Iteration 883 | accuracy 71.289595
2022-06-07 12:16:20,190 [EVAL] Iteration 884 | accuracy 71.299437
0607 12:16:20 PM [EVAL] Iteration 884 | accuracy 71.299437
2022-06-07 12:16:20,206 [EVAL] Iteration 885 | accuracy 71.292327
0607 12:16:20 PM [EVAL] Iteration 885 | accuracy 71.292327
2022-06-07 12:16:20,222 [EVAL] Iteration 886 | accuracy 71.285233
0607 12:16:20 PM [EVAL] Iteration 886 | accuracy 71.285233
2022-06-07 12:16:20,237 [EVAL] Iteration 887 | accuracy 71.289416
0607 12:16:20 PM [EVAL] Iteration 887 | accuracy 71.289416
2022-06-07 12:16:20,252 [EVAL] Iteration 888 | accuracy 71.287966
0607 12:16:20 PM [EVAL] Iteration 888 | accuracy 71.287966
2022-06-07 12:16:20,268 [EVAL] Iteration 889 | accuracy 71.286519
0607 12:16:20 PM [EVAL] Iteration 889 | accuracy 71.286519
2022-06-07 12:16:20,283 [EVAL] Iteration 890 | accuracy 71.301910
0607 12:16:20 PM [EVAL] Iteration 890 | accuracy 71.301910
2022-06-07 12:16:20,299 [EVAL] Iteration 891 | accuracy 71.300450
0607 12:16:20 PM [EVAL] Iteration 891 | accuracy 71.300450
2022-06-07 12:16:20,315 [EVAL] Iteration 892 | accuracy 71.298994
0607 12:16:20 PM [EVAL] Iteration 892 | accuracy 71.298994
2022-06-07 12:16:20,331 [EVAL] Iteration 893 | accuracy 71.303134
0607 12:16:20 PM [EVAL] Iteration 893 | accuracy 71.303134
2022-06-07 12:16:20,347 [EVAL] Iteration 894 | accuracy 71.284918
0607 12:16:20 PM [EVAL] Iteration 894 | accuracy 71.284918
2022-06-07 12:16:20,362 [EVAL] Iteration 895 | accuracy 71.266743
0607 12:16:20 PM [EVAL] Iteration 895 | accuracy 71.266743
2022-06-07 12:16:20,377 [EVAL] Iteration 896 | accuracy 71.259757
0607 12:16:20 PM [EVAL] Iteration 896 | accuracy 71.259757
2022-06-07 12:16:20,394 [EVAL] Iteration 897 | accuracy 71.263922
0607 12:16:20 PM [EVAL] Iteration 897 | accuracy 71.263922
2022-06-07 12:16:20,411 [EVAL] Iteration 898 | accuracy 71.268078
0607 12:16:20 PM [EVAL] Iteration 898 | accuracy 71.268078
2022-06-07 12:16:20,428 [EVAL] Iteration 899 | accuracy 71.261113
0607 12:16:20 PM [EVAL] Iteration 899 | accuracy 71.261113
2022-06-07 12:16:20,444 [EVAL] Iteration 900 | accuracy 71.270812
0607 12:16:20 PM [EVAL] Iteration 900 | accuracy 71.270812
2022-06-07 12:16:20,459 [EVAL] Iteration 901 | accuracy 71.280490
0607 12:16:20 PM [EVAL] Iteration 901 | accuracy 71.280490
2022-06-07 12:16:20,475 [EVAL] Iteration 902 | accuracy 71.267998
0607 12:16:20 PM [EVAL] Iteration 902 | accuracy 71.267998
2022-06-07 12:16:20,491 [EVAL] Iteration 903 | accuracy 71.250002
0607 12:16:20 PM [EVAL] Iteration 903 | accuracy 71.250002
2022-06-07 12:16:20,506 [EVAL] Iteration 904 | accuracy 71.254146
0607 12:16:20 PM [EVAL] Iteration 904 | accuracy 71.254146
2022-06-07 12:16:20,522 [EVAL] Iteration 905 | accuracy 71.258280
0607 12:16:20 PM [EVAL] Iteration 905 | accuracy 71.258280
2022-06-07 12:16:20,537 [EVAL] Iteration 906 | accuracy 71.256893
0607 12:16:20 PM [EVAL] Iteration 906 | accuracy 71.256893
2022-06-07 12:16:20,553 [EVAL] Iteration 907 | accuracy 71.255509
0607 12:16:20 PM [EVAL] Iteration 907 | accuracy 71.255509
2022-06-07 12:16:20,568 [EVAL] Iteration 908 | accuracy 71.259628
0607 12:16:20 PM [EVAL] Iteration 908 | accuracy 71.259628
2022-06-07 12:16:20,583 [EVAL] Iteration 909 | accuracy 71.269233
0607 12:16:20 PM [EVAL] Iteration 909 | accuracy 71.269233
2022-06-07 12:16:20,598 [EVAL] Iteration 910 | accuracy 71.256863
0607 12:16:20 PM [EVAL] Iteration 910 | accuracy 71.256863
2022-06-07 12:16:20,615 [EVAL] Iteration 911 | accuracy 71.260967
0607 12:16:20 PM [EVAL] Iteration 911 | accuracy 71.260967
2022-06-07 12:16:20,632 [EVAL] Iteration 912 | accuracy 71.248633
0607 12:16:20 PM [EVAL] Iteration 912 | accuracy 71.248633
2022-06-07 12:16:20,648 [EVAL] Iteration 913 | accuracy 71.247267
0607 12:16:20 PM [EVAL] Iteration 913 | accuracy 71.247267
2022-06-07 12:16:20,663 [EVAL] Iteration 914 | accuracy 71.251368
0607 12:16:20 PM [EVAL] Iteration 914 | accuracy 71.251368
2022-06-07 12:16:20,679 [EVAL] Iteration 915 | accuracy 71.244544
0607 12:16:20 PM [EVAL] Iteration 915 | accuracy 71.244544
2022-06-07 12:16:20,695 [EVAL] Iteration 916 | accuracy 71.254091
0607 12:16:20 PM [EVAL] Iteration 916 | accuracy 71.254091
2022-06-07 12:16:20,710 [EVAL] Iteration 917 | accuracy 71.241832
0607 12:16:20 PM [EVAL] Iteration 917 | accuracy 71.241832
2022-06-07 12:16:20,727 [EVAL] Iteration 918 | accuracy 71.245921
0607 12:16:20 PM [EVAL] Iteration 918 | accuracy 71.245921
2022-06-07 12:16:20,742 [EVAL] Iteration 919 | accuracy 71.239132
0607 12:16:20 PM [EVAL] Iteration 919 | accuracy 71.239132
2022-06-07 12:16:20,758 [EVAL] Iteration 920 | accuracy 71.221500
0607 12:16:20 PM [EVAL] Iteration 920 | accuracy 71.221500
2022-06-07 12:16:20,774 [EVAL] Iteration 921 | accuracy 71.214753
0607 12:16:20 PM [EVAL] Iteration 921 | accuracy 71.214753
2022-06-07 12:16:20,790 [EVAL] Iteration 922 | accuracy 71.202602
0607 12:16:20 PM [EVAL] Iteration 922 | accuracy 71.202602
2022-06-07 12:16:20,806 [EVAL] Iteration 923 | accuracy 71.212123
0607 12:16:20 PM [EVAL] Iteration 923 | accuracy 71.212123
2022-06-07 12:16:20,822 [EVAL] Iteration 924 | accuracy 71.200002
0607 12:16:20 PM [EVAL] Iteration 924 | accuracy 71.200002
2022-06-07 12:16:20,838 [EVAL] Iteration 925 | accuracy 71.198706
0607 12:16:20 PM [EVAL] Iteration 925 | accuracy 71.198706
2022-06-07 12:16:20,853 [EVAL] Iteration 926 | accuracy 71.186626
0607 12:16:20 PM [EVAL] Iteration 926 | accuracy 71.186626
2022-06-07 12:16:20,869 [EVAL] Iteration 927 | accuracy 71.179959
0607 12:16:20 PM [EVAL] Iteration 927 | accuracy 71.179959
2022-06-07 12:16:20,884 [EVAL] Iteration 928 | accuracy 71.194835
0607 12:16:20 PM [EVAL] Iteration 928 | accuracy 71.194835
2022-06-07 12:16:20,900 [EVAL] Iteration 929 | accuracy 71.204303
0607 12:16:20 PM [EVAL] Iteration 929 | accuracy 71.204303
2022-06-07 12:16:20,915 [EVAL] Iteration 930 | accuracy 71.192268
0607 12:16:20 PM [EVAL] Iteration 930 | accuracy 71.192268
2022-06-07 12:16:20,931 [EVAL] Iteration 931 | accuracy 71.190989
0607 12:16:20 PM [EVAL] Iteration 931 | accuracy 71.190989
2022-06-07 12:16:20,946 [EVAL] Iteration 932 | accuracy 71.205790
0607 12:16:20 PM [EVAL] Iteration 932 | accuracy 71.205790
2022-06-07 12:16:20,961 [EVAL] Iteration 933 | accuracy 71.220559
0607 12:16:20 PM [EVAL] Iteration 933 | accuracy 71.220559
2022-06-07 12:16:20,977 [EVAL] Iteration 934 | accuracy 71.229949
0607 12:16:20 PM [EVAL] Iteration 934 | accuracy 71.229949
2022-06-07 12:16:20,994 [EVAL] Iteration 935 | accuracy 71.223293
0607 12:16:20 PM [EVAL] Iteration 935 | accuracy 71.223293
2022-06-07 12:16:21,010 [EVAL] Iteration 936 | accuracy 71.211315
0607 12:16:21 PM [EVAL] Iteration 936 | accuracy 71.211315
2022-06-07 12:16:21,026 [EVAL] Iteration 937 | accuracy 71.210023
0607 12:16:21 PM [EVAL] Iteration 937 | accuracy 71.210023
2022-06-07 12:16:21,042 [EVAL] Iteration 938 | accuracy 71.219384
0607 12:16:21 PM [EVAL] Iteration 938 | accuracy 71.219384
2022-06-07 12:16:21,057 [EVAL] Iteration 939 | accuracy 71.239364
0607 12:16:21 PM [EVAL] Iteration 939 | accuracy 71.239364
2022-06-07 12:16:21,072 [EVAL] Iteration 940 | accuracy 71.238047
0607 12:16:21 PM [EVAL] Iteration 940 | accuracy 71.238047
2022-06-07 12:16:21,087 [EVAL] Iteration 941 | accuracy 71.236732
0607 12:16:21 PM [EVAL] Iteration 941 | accuracy 71.236732
2022-06-07 12:16:21,103 [EVAL] Iteration 942 | accuracy 71.224816
0607 12:16:21 PM [EVAL] Iteration 942 | accuracy 71.224816
2022-06-07 12:16:21,118 [EVAL] Iteration 943 | accuracy 71.234112
0607 12:16:21 PM [EVAL] Iteration 943 | accuracy 71.234112
2022-06-07 12:16:21,134 [EVAL] Iteration 944 | accuracy 71.238097
0607 12:16:21 PM [EVAL] Iteration 944 | accuracy 71.238097
2022-06-07 12:16:21,150 [EVAL] Iteration 945 | accuracy 71.231503
0607 12:16:21 PM [EVAL] Iteration 945 | accuracy 71.231503
2022-06-07 12:16:21,165 [EVAL] Iteration 946 | accuracy 71.230203
0607 12:16:21 PM [EVAL] Iteration 946 | accuracy 71.230203
2022-06-07 12:16:21,181 [EVAL] Iteration 947 | accuracy 71.228905
0607 12:16:21 PM [EVAL] Iteration 947 | accuracy 71.228905
2022-06-07 12:16:21,199 [EVAL] Iteration 948 | accuracy 71.232879
0607 12:16:21 PM [EVAL] Iteration 948 | accuracy 71.232879
2022-06-07 12:16:21,217 [EVAL] Iteration 949 | accuracy 71.231581
0607 12:16:21 PM [EVAL] Iteration 949 | accuracy 71.231581
2022-06-07 12:16:21,233 [EVAL] Iteration 950 | accuracy 71.225028
0607 12:16:21 PM [EVAL] Iteration 950 | accuracy 71.225028
2022-06-07 12:16:21,249 [EVAL] Iteration 951 | accuracy 71.228994
0607 12:16:21 PM [EVAL] Iteration 951 | accuracy 71.228994
2022-06-07 12:16:21,266 [EVAL] Iteration 952 | accuracy 71.217211
0607 12:16:21 PM [EVAL] Iteration 952 | accuracy 71.217211
2022-06-07 12:16:21,283 [EVAL] Iteration 953 | accuracy 71.210694
0607 12:16:21 PM [EVAL] Iteration 953 | accuracy 71.210694
2022-06-07 12:16:21,299 [EVAL] Iteration 954 | accuracy 71.204191
0607 12:16:21 PM [EVAL] Iteration 954 | accuracy 71.204191
2022-06-07 12:16:21,316 [EVAL] Iteration 955 | accuracy 71.197701
0607 12:16:21 PM [EVAL] Iteration 955 | accuracy 71.197701
2022-06-07 12:16:21,332 [EVAL] Iteration 956 | accuracy 71.196449
0607 12:16:21 PM [EVAL] Iteration 956 | accuracy 71.196449
2022-06-07 12:16:21,348 [EVAL] Iteration 957 | accuracy 71.179543
0607 12:16:21 PM [EVAL] Iteration 957 | accuracy 71.179543
2022-06-07 12:16:21,365 [EVAL] Iteration 958 | accuracy 71.167885
0607 12:16:21 PM [EVAL] Iteration 958 | accuracy 71.167885
2022-06-07 12:16:21,381 [EVAL] Iteration 959 | accuracy 71.161460
0607 12:16:21 PM [EVAL] Iteration 959 | accuracy 71.161460
2022-06-07 12:16:21,397 [EVAL] Iteration 960 | accuracy 71.160252
0607 12:16:21 PM [EVAL] Iteration 960 | accuracy 71.160252
2022-06-07 12:16:21,414 [EVAL] Iteration 961 | accuracy 71.148651
0607 12:16:21 PM [EVAL] Iteration 961 | accuracy 71.148651
2022-06-07 12:16:21,430 [EVAL] Iteration 962 | accuracy 71.157842
0607 12:16:21 PM [EVAL] Iteration 962 | accuracy 71.157842
2022-06-07 12:16:21,446 [EVAL] Iteration 963 | accuracy 71.125521
0607 12:16:21 PM [EVAL] Iteration 963 | accuracy 71.125521
2022-06-07 12:16:21,462 [EVAL] Iteration 964 | accuracy 71.119173
0607 12:16:21 PM [EVAL] Iteration 964 | accuracy 71.119173
2022-06-07 12:16:21,478 [EVAL] Iteration 965 | accuracy 71.102486
0607 12:16:21 PM [EVAL] Iteration 965 | accuracy 71.102486
2022-06-07 12:16:21,494 [EVAL] Iteration 966 | accuracy 71.096176
0607 12:16:21 PM [EVAL] Iteration 966 | accuracy 71.096176
2022-06-07 12:16:21,510 [EVAL] Iteration 967 | accuracy 71.084713
0607 12:16:21 PM [EVAL] Iteration 967 | accuracy 71.084713
2022-06-07 12:16:21,526 [EVAL] Iteration 968 | accuracy 71.083593
0607 12:16:21 PM [EVAL] Iteration 968 | accuracy 71.083593
2022-06-07 12:16:21,542 [EVAL] Iteration 969 | accuracy 71.077322
0607 12:16:21 PM [EVAL] Iteration 969 | accuracy 71.077322
2022-06-07 12:16:21,557 [EVAL] Iteration 970 | accuracy 71.086511
0607 12:16:21 PM [EVAL] Iteration 970 | accuracy 71.086511
2022-06-07 12:16:21,573 [EVAL] Iteration 971 | accuracy 71.095681
0607 12:16:21 PM [EVAL] Iteration 971 | accuracy 71.095681
2022-06-07 12:16:21,589 [EVAL] Iteration 972 | accuracy 71.084277
0607 12:16:21 PM [EVAL] Iteration 972 | accuracy 71.084277
2022-06-07 12:16:21,605 [EVAL] Iteration 973 | accuracy 71.067764
0607 12:16:21 PM [EVAL] Iteration 973 | accuracy 71.067764
2022-06-07 12:16:21,621 [EVAL] Iteration 974 | accuracy 71.087181
0607 12:16:21 PM [EVAL] Iteration 974 | accuracy 71.087181
2022-06-07 12:16:21,638 [EVAL] Iteration 975 | accuracy 71.096313
0607 12:16:21 PM [EVAL] Iteration 975 | accuracy 71.096313
2022-06-07 12:16:21,654 [EVAL] Iteration 976 | accuracy 71.090074
0607 12:16:21 PM [EVAL] Iteration 976 | accuracy 71.090074
2022-06-07 12:16:21,669 [EVAL] Iteration 977 | accuracy 71.099184
0607 12:16:21 PM [EVAL] Iteration 977 | accuracy 71.099184
2022-06-07 12:16:21,686 [EVAL] Iteration 978 | accuracy 71.087847
0607 12:16:21 PM [EVAL] Iteration 978 | accuracy 71.087847
